"budget_v","num_users_ate","total_utility_ate","cost_ate","left_budget"
105,1000,566.558679633455,69.7101046390859,35.2898953609141
110,1000,566.558679633455,69.7101046390859,40.2898953609141
115,1000,566.558679633455,69.7101046390859,45.2898953609141
120,1000,566.558679633455,69.7101046390859,50.2898953609141
125,1000,566.558679633455,69.7101046390859,55.2898953609141
130,1000,566.558679633455,69.7101046390859,60.2898953609141
"budget_v","num_users_ate","total_utility_ate","cost_ate","left_budget"
10,146,85.3008761827385,9.93959497105003,0.0604050289499654
15,220,128.535566850702,14.977471874185,0.0225281258150147
20,293,171.186004942071,19.94726935971,0.0527306402899974
25,367,214.420695610035,24.9851462628449,0.0148537371550503
30,440,257.071133701404,29.95494374837,0.0450562516300295
35,514,300.305824369367,34.9928206515049,0.00717934849507884
40,587,342.956262460736,39.9626181370299,0.0373818629700651
45,660,385.606700552106,44.932415622555,0.0675843774450442
50,734,428.841391220069,49.9702925256899,0.0297074743101007
55,807,471.491829311438,54.9400900112149,0.0599099887850798
60,881,514.726519979402,59.9779669143499,0.0220330856501292
65,954,557.376958070771,64.9477643998749,0.0522356001251154
70,1000,584.2525765941,68.0794176099318,1.92058239006825
75,1000,584.2525765941,68.0794176099318,6.92058239006825
80,1000,584.2525765941,68.0794176099318,11.9205823900682
85,1000,584.2525765941,68.0794176099318,16.9205823900682
90,1000,584.2525765941,68.0794176099318,21.9205823900682
95,1000,584.2525765941,68.0794176099318,26.9205823900682
100,1000,584.2525765941,68.0794176099318,31.9205823900682
105,1000,584.2525765941,68.0794176099318,36.9205823900682
110,1000,584.2525765941,68.0794176099318,41.9205823900682
115,1000,584.2525765941,68.0794176099318,46.9205823900682
120,1000,584.2525765941,68.0794176099318,51.9205823900682
125,1000,584.2525765941,68.0794176099318,56.9205823900682
130,1000,584.2525765941,68.0794176099318,61.9205823900682
"budget_v","num_users_ate","total_utility_ate","cost_ate","left_budget"
10,150,80.596638306638,9.97596058683674,0.024039413163262
15,225,120.894957459957,14.9639408802551,0.036059119744893
20,300,161.193276613276,19.9519211736735,0.0480788263265239
25,375,201.491595766595,24.9399014670918,0.0600985329081531
30,451,242.327225841958,29.9943881644225,0.00561183557753964
35,526,282.625544995277,34.9823684578408,0.0176315421591724
40,601,322.923864148596,39.9703487512592,0.0296512487407981
45,676,363.222183301915,44.9583290446776,0.0416709553224308
50,751,403.520502455234,49.9463093380959,0.0536906619040636
55,826,443.818821608553,54.9342896315143,0.0657103684856892
60,902,484.654451683917,59.9887763288449,0.0112236711550793
65,977,524.952770837236,64.9767566222633,0.0232433777367049
70,1000,537.310922044253,66.5064039122449,3.49359608775508
75,1000,537.310922044253,66.5064039122449,8.49359608775508
80,1000,537.310922044253,66.5064039122449,13.4935960877551
85,1000,537.310922044253,66.5064039122449,18.4935960877551
90,1000,537.310922044253,66.5064039122449,23.4935960877551
95,1000,537.310922044253,66.5064039122449,28.4935960877551
100,1000,537.310922044253,66.5064039122449,33.4935960877551
105,1000,537.310922044253,66.5064039122449,38.4935960877551
110,1000,537.310922044253,66.5064039122449,43.4935960877551
115,1000,537.310922044253,66.5064039122449,48.4935960877551
120,1000,537.310922044253,66.5064039122449,53.4935960877551
125,1000,537.310922044253,66.5064039122449,58.4935960877551
130,1000,537.310922044253,66.5064039122449,63.4935960877551
"budget_v","num_users_ate","total_utility_ate","cost_ate","left_budget"
10,150,89.5495640145495,9.99513499221531,0.00486500778468724
15,225,134.324346021824,14.992702488323,0.00729751167703085
20,300,179.099128029099,19.9902699844306,0.00973001556937447
25,375,223.873910036374,24.9878374805383,0.0121625194617181
30,450,268.648692043648,29.9854049766459,0.0145950233540617
35,525,313.423474050923,34.9829724727536,0.0170275272464053
40,600,358.198256058198,39.9805399688613,0.0194600311387489
45,675,402.973038065473,44.9781074649689,0.0218925350310926
50,750,447.747820072747,49.9756749610766,0.0243250389234362
55,825,492.522602080022,54.9732424571842,0.0267575428157798
60,900,537.297384087297,59.9708099532919,0.0291900467081234
65,975,582.072166094571,64.9683774493995,0.0316225506004741
70,1000,596.99709343033,66.6342332814354,3.36576671856459
75,1000,596.99709343033,66.6342332814354,8.36576671856459
80,1000,596.99709343033,66.6342332814354,13.3657667185646
85,1000,596.99709343033,66.6342332814354,18.3657667185646
90,1000,596.99709343033,66.6342332814354,23.3657667185646
95,1000,596.99709343033,66.6342332814354,28.3657667185646
100,1000,596.99709343033,66.6342332814354,33.3657667185646
105,1000,596.99709343033,66.6342332814354,38.3657667185646
110,1000,596.99709343033,66.6342332814354,43.3657667185646
115,1000,596.99709343033,66.6342332814354,48.3657667185646
120,1000,596.99709343033,66.6342332814354,53.3657667185646
125,1000,596.99709343033,66.6342332814354,58.3657667185646
130,1000,596.99709343033,66.6342332814354,63.3657667185646
"budget_v","num_users_ate","total_utility_ate","cost_ate","left_budget"
10,149,87.230688148934,9.95813338076291,0.0418666192370853
15,224,131.138752653431,14.9706166261134,0.0293833738866258
20,299,175.046817157928,19.9830998714638,0.0169001285361681
25,374,218.954881662425,24.9955831168143,0.00441688318570499
30,448,262.277505306862,29.9412332522267,0.0587667477732516
35,523,306.185569811359,34.9537164975772,0.0462835024227957
40,598,350.093634315856,39.9661997429277,0.0338002570723361
45,673,394.001698820353,44.9786829882781,0.0213170117218695
50,748,437.90976332485,49.9911662336286,0.00883376637140998
55,822,481.232386969287,54.936816369041,0.0631836309589602
60,897,525.140451473784,59.9492996143915,0.0507003856085007
65,972,569.048515978281,64.961782859742,0.0382171402580411
70,1000,585.440860059959,66.8331099380061,3.16689006199387
75,1000,585.440860059959,66.8331099380061,8.16689006199387
80,1000,585.440860059959,66.8331099380061,13.1668900619939
85,1000,585.440860059959,66.8331099380061,18.1668900619939
90,1000,585.440860059959,66.8331099380061,23.1668900619939
95,1000,585.440860059959,66.8331099380061,28.1668900619939
100,1000,585.440860059959,66.8331099380061,33.1668900619939
105,1000,585.440860059959,66.8331099380061,38.1668900619939
110,1000,585.440860059959,66.8331099380061,43.1668900619939
115,1000,585.440860059959,66.8331099380061,48.1668900619939
120,1000,585.440860059959,66.8331099380061,53.1668900619939
125,1000,585.440860059959,66.8331099380061,58.1668900619939
130,1000,585.440860059959,66.8331099380061,63.1668900619939
"budget_v","num_users_ate","total_utility_ate","cost_ate","left_budget"
10,156,77.9870175783482,9.95897537389544,0.0410246261045604
15,234,116.980526367522,14.9384630608432,0.0615369391568414
20,313,156.473951936045,19.981790333521,0.0182096664790201
25,391,195.467460725219,24.9612780204687,0.038721979531303
30,469,234.460969514393,29.9407657074164,0.0592342925835823
35,548,273.954395082915,34.9840929800942,0.0159070199057609
40,626,312.947903872089,39.963580667042,0.0364193329580402
45,704,351.941412661264,44.9430683539897,0.0569316460103266
50,783,391.434838229786,49.9863956266675,0.0136043733325053
55,861,430.42834701896,54.9658833136152,0.0341166863847846
60,939,469.421855808134,59.9453710005629,0.0546289994370639
65,1000,499.916779348386,63.839585730099,1.16041426990103
70,1000,499.916779348386,63.839585730099,6.16041426990103
75,1000,499.916779348386,63.839585730099,11.160414269901
80,1000,499.916779348386,63.839585730099,16.160414269901
85,1000,499.916779348386,63.839585730099,21.160414269901
90,1000,499.916779348386,63.839585730099,26.160414269901
95,1000,499.916779348386,63.839585730099,31.160414269901
100,1000,499.916779348386,63.839585730099,36.160414269901
105,1000,499.916779348386,63.839585730099,41.160414269901
110,1000,499.916779348386,63.839585730099,46.160414269901
115,1000,499.916779348386,63.839585730099,51.160414269901
120,1000,499.916779348386,63.839585730099,56.160414269901
125,1000,499.916779348386,63.839585730099,61.160414269901
130,1000,499.916779348386,63.839585730099,66.160414269901
"budget_v","num_users_ate","total_utility_ate","cost_ate","left_budget"
10,152,82.2851563671998,9.98726348571435,0.012736514285649
15,228,123.4277345508,14.9808952285715,0.0191047714284736
20,304,164.5703127344,19.9745269714287,0.0254730285712981
25,380,205.712890918,24.9681587142859,0.0318412857141226
30,456,246.8554691016,29.9617904571431,0.0382095428569471
35,532,287.998047285199,34.9554222000002,0.0445777999997716
40,608,329.140625468799,39.9490539428574,0.0509460571425961
45,684,370.283203652399,44.9426856857146,0.0573143142854207
50,760,411.425781835999,49.9363174285718,0.0636825714282452
55,837,453.109709732541,54.995654852256,0.00434514774400441
60,913,494.252287916141,59.9892865951132,0.0107134048868289
65,989,535.394866099741,64.9829183379703,0.0170816620296534
70,1000,541.349712942104,65.7056808270681,4.29431917293191
75,1000,541.349712942104,65.7056808270681,9.29431917293191
80,1000,541.349712942104,65.7056808270681,14.2943191729319
85,1000,541.349712942104,65.7056808270681,19.2943191729319
90,1000,541.349712942104,65.7056808270681,24.2943191729319
95,1000,541.349712942104,65.7056808270681,29.2943191729319
100,1000,541.349712942104,65.7056808270681,34.2943191729319
105,1000,541.349712942104,65.7056808270681,39.2943191729319
110,1000,541.349712942104,65.7056808270681,44.2943191729319
115,1000,541.349712942104,65.7056808270681,49.2943191729319
120,1000,541.349712942104,65.7056808270681,54.2943191729319
125,1000,541.349712942104,65.7056808270681,59.2943191729319
130,1000,541.349712942104,65.7056808270681,64.2943191729319
"budget_v","num_users_ate","total_utility_ate","cost_ate","left_budget"
10,144,86.8346929971537,9.99082988654136,0.00917011345864083
15,216,130.252039495731,14.986244829812,0.0137551701879595
20,288,173.669385994307,19.9816597730827,0.0183402269172817
25,360,217.086732492884,24.9770747163534,0.0229252836466003
30,432,260.504078991461,29.9724896596241,0.0275103403759189
35,504,303.921425490038,34.9679046028948,0.0320953971052376
40,576,347.338771988615,39.9633195461654,0.0366804538345633
45,648,390.756118487192,44.9587344894361,0.0412655105638819
50,720,434.173464985769,49.9541494327068,0.0458505672932006
55,792,477.590811484346,54.9495643759775,0.0504356240225192
60,864,521.008157982922,59.9449793192482,0.0550206807518379
65,936,564.425504481499,64.9403942625188,0.0596057374811636
70,1000,603.018701369123,69.3807631009817,0.619236899018333
75,1000,603.018701369123,69.3807631009817,5.61923689901833
80,1000,603.018701369123,69.3807631009817,10.6192368990183
85,1000,603.018701369123,69.3807631009817,15.6192368990183
90,1000,603.018701369123,69.3807631009817,20.6192368990183
95,1000,603.018701369123,69.3807631009817,25.6192368990183
100,1000,603.018701369123,69.3807631009817,30.6192368990183
105,1000,603.018701369123,69.3807631009817,35.6192368990183
110,1000,603.018701369123,69.3807631009817,40.6192368990183
115,1000,603.018701369123,69.3807631009817,45.6192368990183
120,1000,603.018701369123,69.3807631009817,50.6192368990183
125,1000,603.018701369123,69.3807631009817,55.6192368990183
130,1000,603.018701369123,69.3807631009817,60.6192368990183
"budget_v","num_users_ate","total_utility_ate","cost_ate","left_budget"
10,148,85.5013074200055,9.9368711419435,0.0631288580564977
15,223,128.82967266663,14.9724477341446,0.0275522658553982
20,297,171.580326376633,19.9408833051164,0.0591166948836452
25,372,214.908691623257,24.9764598973175,0.0235401026825457
30,446,257.65934533326,29.9448954682892,0.0551045317107963
35,521,300.987710579884,34.9804720604903,0.0195279395096932
40,595,343.738364289887,39.9489076314621,0.0510923685379439
45,670,387.066729536512,44.9844842236632,0.0155157763368408
50,744,429.817383246514,49.9529197946349,0.0470802053650914
55,819,473.145748493139,54.988496386836,0.0115036131639954
60,893,515.896402203142,59.9569319578078,0.0430680421922389
65,968,559.224767449766,64.9925085500089,0.00749144999113582
70,1000,577.711536621659,67.141021229348,2.858978770652
75,1000,577.711536621659,67.141021229348,7.858978770652
80,1000,577.711536621659,67.141021229348,12.858978770652
85,1000,577.711536621659,67.141021229348,17.858978770652
90,1000,577.711536621659,67.141021229348,22.858978770652
95,1000,577.711536621659,67.141021229348,27.858978770652
100,1000,577.711536621659,67.141021229348,32.858978770652
105,1000,577.711536621659,67.141021229348,37.858978770652
110,1000,577.711536621659,67.141021229348,42.858978770652
115,1000,577.711536621659,67.141021229348,47.858978770652
120,1000,577.711536621659,67.141021229348,52.858978770652
125,1000,577.711536621659,67.141021229348,57.858978770652
130,1000,577.711536621659,67.141021229348,62.858978770652
"budget_v","num_users_ate","total_utility_ate","cost_ate","left_budget"
10,149,87.3067133766089,9.96098897012866,0.0390110298713431
15,224,131.253045613157,14.9749095926766,0.0250904073233613
20,299,175.199377849705,19.9888302152246,0.0111697847753796
25,373,218.559758989766,24.9358985628053,0.0641014371947044
30,448,262.506091226314,29.9498191853533,0.0501808146467226
35,523,306.452423462862,34.9637398079013,0.0362601920987444
40,598,350.39875569941,39.9776604304492,0.0223395695507591
45,673,394.345087935958,44.9915810529972,0.0084189470027809
50,747,437.705469076019,49.9386494005779,0.0613505994221057
55,822,481.651801312567,54.9525700231259,0.0474299768741204
60,897,525.598133549115,59.9664906456739,0.0335093543261422
65,972,569.544465785664,64.9804112682218,0.0195887317781569
70,1000,585.951096487308,66.8522749673064,3.14772503269359
75,1000,585.951096487308,66.8522749673064,8.14772503269359
80,1000,585.951096487308,66.8522749673064,13.1477250326936
85,1000,585.951096487308,66.8522749673064,18.1477250326936
90,1000,585.951096487308,66.8522749673064,23.1477250326936
95,1000,585.951096487308,66.8522749673064,28.1477250326936
100,1000,585.951096487308,66.8522749673064,33.1477250326936
105,1000,585.951096487308,66.8522749673064,38.1477250326936
110,1000,585.951096487308,66.8522749673064,43.1477250326936
115,1000,585.951096487308,66.8522749673064,48.1477250326936
120,1000,585.951096487308,66.8522749673064,53.1477250326936
125,1000,585.951096487308,66.8522749673064,58.1477250326936
130,1000,585.951096487308,66.8522749673064,63.1477250326936
"budget_v","num_users_ate","total_utility_ate","cost_ate","left_budget"
10,151,86.9209217556628,9.9918356095023,0.0081643904976989
15,226,130.093565011787,14.9546678658776,0.0453321341223845
20,302,173.841843511326,19.9836712190046,0.0163287809953978
25,377,217.01448676745,24.9465034753799,0.0534965246200834
30,453,260.762765266988,29.9755068285069,0.0244931714930985
35,528,303.935408523112,34.9383390848822,0.061660915117784
40,604,347.683687022651,39.9673424380092,0.0326575619907956
45,680,391.43196552219,44.9963457911362,0.00365420886381429
50,755,434.604608778314,49.9591780475115,0.0408219524884998
55,831,478.352887277853,54.9881814006385,0.0118185993615114
60,906,521.525530533977,59.9510136570138,0.048986342986197
65,982,565.273809033516,64.9800170101408,0.0199829898592156
70,1000,575.635243414986,66.1710967516709,3.82890324832914
75,1000,575.635243414986,66.1710967516709,8.82890324832914
80,1000,575.635243414986,66.1710967516709,13.8289032483291
85,1000,575.635243414986,66.1710967516709,18.8289032483291
90,1000,575.635243414986,66.1710967516709,23.8289032483291
95,1000,575.635243414986,66.1710967516709,28.8289032483291
100,1000,575.635243414986,66.1710967516709,33.8289032483291
105,1000,575.635243414986,66.1710967516709,38.8289032483291
110,1000,575.635243414986,66.1710967516709,43.8289032483291
115,1000,575.635243414986,66.1710967516709,48.8289032483291
120,1000,575.635243414986,66.1710967516709,53.8289032483291
125,1000,575.635243414986,66.1710967516709,58.8289032483291
130,1000,575.635243414986,66.1710967516709,63.8289032483291
"budget_v","num_users_ate","total_utility_ate","cost_ate","left_budget"
10,139,88.2770910111607,9.97430269542789,0.0256973045721107
15,209,132.733180009587,14.997332829816,0.00266717018396534
20,278,176.554182022321,19.9486053908558,0.0513946091442214
25,348,221.010271020748,24.9716355252439,0.0283644747560778
30,418,265.466360019174,29.9946656596321,0.00533434036793068
35,487,309.287362031909,34.9459382206718,0.0540617793281868
40,557,353.743451030335,39.96896835506,0.0310316449400432
45,627,398.199540028761,44.9919984894481,0.00800151055189957
50,696,442.020542041496,49.9432710504878,0.0567289495121557
55,766,486.476631039922,54.966301184876,0.0336988151240121
60,836,530.932720038348,59.9893313192641,0.0106686807358614
65,905,574.753722051082,64.9406038803039,0.0593961196961175
70,975,619.209811049509,69.963634014692,0.036365985307981
75,1000,635.086985691804,71.7575733484021,3.24242665159792
80,1000,635.086985691804,71.7575733484021,8.24242665159792
85,1000,635.086985691804,71.7575733484021,13.2424266515979
90,1000,635.086985691804,71.7575733484021,18.2424266515979
95,1000,635.086985691804,71.7575733484021,23.2424266515979
100,1000,635.086985691804,71.7575733484021,28.2424266515979
105,1000,635.086985691804,71.7575733484021,33.2424266515979
110,1000,635.086985691804,71.7575733484021,38.2424266515979
115,1000,635.086985691804,71.7575733484021,43.2424266515979
120,1000,635.086985691804,71.7575733484021,48.2424266515979
125,1000,635.086985691804,71.7575733484021,53.2424266515979
130,1000,635.086985691804,71.7575733484021,58.2424266515979
"budget_v","num_users_ate","total_utility_ate","cost_ate","left_budget"
10,149,88.1812871728957,9.98458010418421,0.0154198958157945
15,223,131.976020399703,14.9433648539133,0.0566351460867249
20,298,176.362574345791,19.9691602083684,0.030839791631589
25,373,220.74912829188,24.9949555628235,0.00504443717645131
30,447,264.543861518687,29.9537403125526,0.0462596874473817
35,522,308.930415464776,34.9795356670078,0.0204643329922405
40,596,352.725148691583,39.9383204167368,0.061679583263178
45,671,397.111702637671,44.964115771192,0.0358842288080368
50,746,441.49825658376,49.9899111256471,0.0100888743529026
55,820,485.292989810567,54.9486958753762,0.051304124623833
60,895,529.679543756655,59.9744912298313,0.0255087701686918
65,969,573.474276983463,64.9332759795604,0.0667240204396222
70,1000,591.820719281179,67.0106047260685,2.98939527393151
75,1000,591.820719281179,67.0106047260685,7.98939527393151
80,1000,591.820719281179,67.0106047260685,12.9893952739315
85,1000,591.820719281179,67.0106047260685,17.9893952739315
90,1000,591.820719281179,67.0106047260685,22.9893952739315
95,1000,591.820719281179,67.0106047260685,27.9893952739315
100,1000,591.820719281179,67.0106047260685,32.9893952739315
105,1000,591.820719281179,67.0106047260685,37.9893952739315
110,1000,591.820719281179,67.0106047260685,42.9893952739315
115,1000,591.820719281179,67.0106047260685,47.9893952739315
120,1000,591.820719281179,67.0106047260685,52.9893952739315
125,1000,591.820719281179,67.0106047260685,57.9893952739315
130,1000,591.820719281179,67.0106047260685,62.9893952739315
"budget_v","num_users_ate","total_utility_ate","cost_ate","left_budget"
10,149,83.942112803807,9.98004156304276,0.0199584369572428
15,223,125.631484263416,14.9365722722049,0.0634277277950677
20,298,167.884225607614,19.9600831260855,0.0399168739144855
25,373,210.136966951812,24.9835939799661,0.0164060200339016
30,447,251.826338411421,29.9401246891283,0.0598753108717283
35,522,294.079079755619,34.9636355430089,0.0363644569911443
40,597,336.331821099817,39.9871463968894,0.0128536031105639
45,671,378.021192559426,44.9436771060516,0.0563228939483835
50,746,420.273933903624,49.9671879599322,0.0328120400678031
55,821,462.526675247823,54.9906988138128,0.00930118618722275
60,895,504.216046707431,59.947229522975,0.0527704770250494
65,970,546.46878805163,64.9707403768555,0.0292596231444691
70,1000,563.369884589309,66.9801447184078,3.01985528159223
75,1000,563.369884589309,66.9801447184078,8.01985528159223
80,1000,563.369884589309,66.9801447184078,13.0198552815922
85,1000,563.369884589309,66.9801447184078,18.0198552815922
90,1000,563.369884589309,66.9801447184078,23.0198552815922
95,1000,563.369884589309,66.9801447184078,28.0198552815922
100,1000,563.369884589309,66.9801447184078,33.0198552815922
105,1000,563.369884589309,66.9801447184078,38.0198552815922
110,1000,563.369884589309,66.9801447184078,43.0198552815922
115,1000,563.369884589309,66.9801447184078,48.0198552815922
120,1000,563.369884589309,66.9801447184078,53.0198552815922
125,1000,563.369884589309,66.9801447184078,58.0198552815922
130,1000,563.369884589309,66.9801447184078,63.0198552815922
"budget_v","num_users_ate","total_utility_ate","cost_ate","left_budget"
10,141,86.5219456522657,9.99973757666357,0.000262423336430118
15,211,129.476103068284,14.9641463026668,0.0358536973332377
20,282,173.043891304531,19.9994751533271,0.000524846672860235
25,352,215.99804872055,24.9638838793303,0.0361161206696679
30,423,259.565836956797,29.9992127299907,0.0007872700092868
35,493,302.519994372815,34.9636214559939,0.036378544006098
40,564,346.087782609063,39.9989503066543,0.00104969334572047
45,634,389.041940025081,44.9633590326575,0.0366409673425281
50,705,432.609728261328,49.9986878833178,0.00131211668215059
55,775,475.563885677347,54.963096609321,0.0369033906789582
60,846,519.131673913594,59.9984254599814,0.0015745400185736
65,916,562.085831329613,64.9628341859846,0.0371658140153812
70,987,605.65361956586,69.998163036645,0.00183696335500372
75,1000,613.630820228835,70.9201246571884,4.07987534281156
80,1000,613.630820228835,70.9201246571884,9.07987534281156
85,1000,613.630820228835,70.9201246571884,14.0798753428116
90,1000,613.630820228835,70.9201246571884,19.0798753428116
95,1000,613.630820228835,70.9201246571884,24.0798753428116
100,1000,613.630820228835,70.9201246571884,29.0798753428116
105,1000,613.630820228835,70.9201246571884,34.0798753428116
110,1000,613.630820228835,70.9201246571884,39.0798753428116
115,1000,613.630820228835,70.9201246571884,44.0798753428116
120,1000,613.630820228835,70.9201246571884,49.0798753428116
125,1000,613.630820228835,70.9201246571884,54.0798753428116
130,1000,613.630820228835,70.9201246571884,59.0798753428116
"budget_v","num_users_ate","total_utility_ate","cost_ate","left_budget"
10,154,79.7077750996258,9.96151920598187,0.0384807940181275
15,231,119.561662649439,14.9422788089728,0.0577211910271913
20,309,159.933133154444,19.987723601613,0.0122763983870229
25,386,199.787020704257,24.9684832046039,0.0315167953960866
30,463,239.64090825407,29.9492428075948,0.0507571924051504
35,541,280.012378759075,34.994687600235,0.00531239976498199
40,618,319.866266308888,39.975447203226,0.0245527967740458
45,695,359.720153858701,44.9562068062169,0.0437931937831095
50,772,399.574041408514,49.9369664092078,0.0630335907921733
55,850,439.945511913519,54.982411201848,0.0175887981520049
60,927,479.799399463332,59.9631708048389,0.0368291951610686
65,1000,517.582955192375,64.6851896492329,0.314810350767061
70,1000,517.582955192375,64.6851896492329,5.31481035076706
75,1000,517.582955192375,64.6851896492329,10.3148103507671
80,1000,517.582955192375,64.6851896492329,15.3148103507671
85,1000,517.582955192375,64.6851896492329,20.3148103507671
90,1000,517.582955192375,64.6851896492329,25.3148103507671
95,1000,517.582955192375,64.6851896492329,30.3148103507671
100,1000,517.582955192375,64.6851896492329,35.3148103507671
105,1000,517.582955192375,64.6851896492329,40.3148103507671
110,1000,517.582955192375,64.6851896492329,45.3148103507671
115,1000,517.582955192375,64.6851896492329,50.3148103507671
120,1000,517.582955192375,64.6851896492329,55.3148103507671
125,1000,517.582955192375,64.6851896492329,60.3148103507671
130,1000,517.582955192375,64.6851896492329,65.3148103507671
"budget_v","num_users_ate","total_utility_ate","cost_ate","left_budget"
10,148,79.2243695514312,9.9954226491379,0.00457735086210143
15,222,118.836554327147,14.9931339737068,0.00686602629315125
20,296,158.448739102862,19.9908452982758,0.00915470172420285
25,370,198.060923878578,24.9885566228447,0.0114433771552527
30,444,237.673108654294,29.9862679474137,0.0137320525863025
35,518,277.285293430009,34.9839792719826,0.0160207280173523
40,592,316.897478205725,39.9816905965516,0.0183094034484057
45,666,356.50966298144,44.9794019211205,0.020598078879452
50,740,396.121847757156,49.9771132456895,0.0228867543105054
55,814,435.734032532872,54.9748245702584,0.0251754297415516
60,888,475.346217308587,59.9725358948274,0.027464105172605
65,962,514.958402084303,64.9702472193963,0.0297527806036584
70,1000,535.299794266427,67.536639521202,2.46336047879798
75,1000,535.299794266427,67.536639521202,7.46336047879798
80,1000,535.299794266427,67.536639521202,12.463360478798
85,1000,535.299794266427,67.536639521202,17.463360478798
90,1000,535.299794266427,67.536639521202,22.463360478798
95,1000,535.299794266427,67.536639521202,27.463360478798
100,1000,535.299794266427,67.536639521202,32.463360478798
105,1000,535.299794266427,67.536639521202,37.463360478798
110,1000,535.299794266427,67.536639521202,42.463360478798
115,1000,535.299794266427,67.536639521202,47.463360478798
120,1000,535.299794266427,67.536639521202,52.463360478798
125,1000,535.299794266427,67.536639521202,57.463360478798
130,1000,535.299794266427,67.536639521202,62.463360478798
"budget_v","num_users_ate","total_utility_ate","cost_ate","left_budget"
10,141,85.7526369400706,9.93099651931224,0.0690034806877602
15,212,128.933042775142,14.9317110786822,0.0682889213177678
20,283,172.113448610213,19.9324256380522,0.0675743619477736
25,354,215.293854445284,24.9331401974222,0.0668598025777811
30,425,258.474260280355,29.9338547567922,0.0661452432077887
35,496,301.654666115426,34.9345693161622,0.0654306838377963
40,567,344.835071950497,39.9352838755322,0.0647161244678003
45,638,388.015477785568,44.9359984349022,0.0640015650978114
50,709,431.195883620639,49.9367129942722,0.0632870057278154
55,780,474.37628945571,54.9374275536422,0.0625724463578265
60,851,517.556695290781,59.9381421130122,0.0618578869878306
65,922,560.737101125852,64.9388566723822,0.0611433276178417
70,993,603.917506960923,69.9395712317522,0.0604287682478457
75,1000,608.174730071423,70.4325994277464,4.56740057225362
80,1000,608.174730071423,70.4325994277464,9.56740057225362
85,1000,608.174730071423,70.4325994277464,14.5674005722536
90,1000,608.174730071423,70.4325994277464,19.5674005722536
95,1000,608.174730071423,70.4325994277464,24.5674005722536
100,1000,608.174730071423,70.4325994277464,29.5674005722536
105,1000,608.174730071423,70.4325994277464,34.5674005722536
110,1000,608.174730071423,70.4325994277464,39.5674005722536
115,1000,608.174730071423,70.4325994277464,44.5674005722536
120,1000,608.174730071423,70.4325994277464,49.5674005722536
125,1000,608.174730071423,70.4325994277464,54.5674005722536
130,1000,608.174730071423,70.4325994277464,59.5674005722536
"budget_v","num_users_ate","total_utility_ate","cost_ate","left_budget"
10,147,81.7649456205183,9.95956814388839,0.0404318561116099
15,221,122.925530490711,14.9732282979547,0.0267717020453446
20,295,164.086115360904,19.9868884520209,0.0131115479790793
25,368,204.69047611123,24.932796441843,0.0672035581569546
30,442,245.851060981423,29.9464565959093,0.0535434040906893
35,516,287.011645851615,34.9601167499756,0.0398832500244239
40,590,328.172230721808,39.9737769040418,0.0262230959581586
45,664,369.332815592001,44.9874370581081,0.0125629418918933
50,737,409.937176342327,49.9333450479302,0.0666549520697686
55,811,451.09776121252,54.9470052019965,0.0529947980035033
60,885,492.258346082713,59.9606653560628,0.039334643937238
65,959,533.418930952905,64.974325510129,0.0256744898709798
70,1000,556.224119867472,67.7521642441387,2.24783575586129
75,1000,556.224119867472,67.7521642441387,7.24783575586129
80,1000,556.224119867472,67.7521642441387,12.2478357558613
85,1000,556.224119867472,67.7521642441387,17.2478357558613
90,1000,556.224119867472,67.7521642441387,22.2478357558613
95,1000,556.224119867472,67.7521642441387,27.2478357558613
100,1000,556.224119867472,67.7521642441387,32.2478357558613
105,1000,556.224119867472,67.7521642441387,37.2478357558613
110,1000,556.224119867472,67.7521642441387,42.2478357558613
115,1000,556.224119867472,67.7521642441387,47.2478357558613
120,1000,556.224119867472,67.7521642441387,52.2478357558613
125,1000,556.224119867472,67.7521642441387,57.2478357558613
130,1000,556.224119867472,67.7521642441387,62.2478357558613
"budget_v","num_users_ate","total_utility_ate","cost_ate","left_budget"
10,153,80.3895168561209,9.98545302282364,0.0145469771763551
15,229,120.321564444782,14.9455473348145,0.0544526651855239
20,306,160.779033712242,19.9709060456473,0.0290939543527102
25,383,201.236502979701,24.9962647564801,0.00373524351989474
30,459,241.168550568363,29.9563590684709,0.0436409315290653
35,536,281.626019835822,34.9817177793038,0.0182822206962499
40,612,321.558067424484,39.9418120912946,0.0581879087054205
45,689,362.015536691943,44.9671708021274,0.0328291978726014
50,766,402.473005959403,49.9925295129602,0.00747048703978948
55,842,442.405053548064,54.952623824951,0.0473761750489601
60,919,482.862522815523,59.9779825357839,0.0220174642161481
65,995,522.794570404185,64.9380768477747,0.0619231522253187
70,1000,525.421678798176,65.2643988419846,4.73560115801538
75,1000,525.421678798176,65.2643988419846,9.73560115801538
80,1000,525.421678798176,65.2643988419846,14.7356011580154
85,1000,525.421678798176,65.2643988419846,19.7356011580154
90,1000,525.421678798176,65.2643988419846,24.7356011580154
95,1000,525.421678798176,65.2643988419846,29.7356011580154
100,1000,525.421678798176,65.2643988419846,34.7356011580154
105,1000,525.421678798176,65.2643988419846,39.7356011580154
110,1000,525.421678798176,65.2643988419846,44.7356011580154
115,1000,525.421678798176,65.2643988419846,49.7356011580154
120,1000,525.421678798176,65.2643988419846,54.7356011580154
125,1000,525.421678798176,65.2643988419846,59.7356011580154
